,name,state,population,poverty_%,la_kids_%,la_novehicle_%,la_snap_%,fips
2066,Newton County,GA,99958,17.86,26.67,1.6,5.91,13217
2067,Newton County,IN,14244,13.31,20.23,1.35,3.52,18111
2068,Newton County,MO,58114,13.88,21.78,1.4,3.77,29145
2069,Newton County,MS,21720,26.22,24.37,1.93,4.42,28101
2070,Newton County,TX,14445,19.68,23.19,1.99,5.44,48351
2071,Nez Perce County,ID,39265,14.63,13.99,1.12,3.04,16069
2072,Niagara County,NY,216469,13.42,16.55,2.36,3.57,36063
2073,Nicholas County,KY,7135,25.66,19.73,3.1,6.92,21181
2074,Nicholas County,WV,26233,18.56,19.66,3.04,7.84,54067
2075,Nicollet County,MN,32727,10.31,20.62,2.08,2.21,27103
2076,Niobrara County,WY,2484,16.14,8.66,0.32,1.13,56027
2077,Noble County,IN,47536,7.47,22.29,1.45,2.22,18113
2078,Noble County,OH,14645,15.25,17.85,1.9,3.72,39121
2079,Noble County,OK,11561,12.66,19.91,1.15,3.52,40103
2080,Nobles County,MN,21378,14.31,19.41,1.41,3.07,27105
2081,Nodaway County,MO,23370,23.44,17.32,1.39,3.78,29147
2082,Nolan County,TX,15216,15.56,18.61,1.95,2.94,48353
2083,Nome Census Area,AK,9492,23.21,24.29,12.48,7.34,2180
2084,Norfolk County,MA,670850,6.42,17.36,1.67,1.71,25021
2085,Norfolk city,VA,242803,19.07,13.45,2.38,3.18,51710
2086,Norman County,MN,6852,10.35,17.37,1.27,2.03,27107
2087,North Slope Borough,AK,9430,9.75,14.97,6.51,2.48,2185
2088,Northampton County,NC,22099,21.95,19.59,4.23,9.37,37131
2089,Northampton County,PA,297735,9.7,17.23,1.78,2.66,42095
2090,Northampton County,VA,12389,19.02,18.13,3.58,6.1,51131
2091,Northumberland County,PA,94528,13.96,13.46,1.71,2.52,42097
2092,Northumberland County,VA,12330,14.2,16.16,1.64,2.9,51133
2093,Northwest Arctic Borough,AK,7523,25.02,23.93,11.41,6.34,2188
2094,Norton County,KS,5671,12.65,14.92,1.25,2.03,20137
2095,Norton city,VA,3958,29.35,19.5,4.35,13.95,51720
2096,Nottoway County,VA,15853,20.23,20.0,3.0,9.59,51135
2097,Nowata County,OK,10536,16.9,21.72,1.5,5.03,40105
2098,Noxubee County,MS,11545,28.87,21.78,3.89,8.7,28103
2099,Nuckolls County,NE,4500,12.18,17.49,1.98,2.56,31129
2100,Nueces County,TX,340223,16.65,20.05,2.19,4.63,48355
2101,Nye County,NV,43946,16.76,19.93,1.47,5.9,32023
2102,O'Brien County,IA,14398,9.67,16.57,2.3,3.12,19141
2103,Oakland County,MI,1202362,8.73,17.82,1.36,2.04,26125
2104,Obion County,TN,31807,22.45,18.84,2.18,5.92,47131
2105,Ocean County,NJ,576567,10.6,16.34,1.98,1.89,34029
2106,Oceana County,MI,26570,17.02,22.04,1.6,5.28,26127
2107,Ochiltree County,TX,10223,11.92,19.22,0.46,2.0,48357
2108,Oconee County,GA,32808,6.06,27.06,0.76,1.44,13219
2109,Oconee County,SC,74273,18.39,20.27,2.35,5.08,45073
2110,Oconto County,WI,37660,9.41,21.16,1.17,3.24,55083
2111,Ogemaw County,MI,21699,16.72,17.44,1.86,7.15,26129
2112,Ogle County,IL,53497,9.96,20.58,1.16,3.21,17141
2113,Oglethorpe County,GA,14899,15.07,23.68,1.37,5.43,13221
2114,Ohio County,IN,6128,6.17,18.29,1.26,2.56,18115
2115,Ohio County,KY,23842,20.28,24.48,1.48,5.62,21183
2116,Ohio County,WV,44443,13.9,16.46,4.21,4.65,54069
2117,Okaloosa County,FL,180822,11.53,18.99,1.54,3.11,12091
2118,Okanogan County,WA,41120,20.84,17.65,1.07,5.91,53047
2119,Okeechobee County,FL,39996,22.4,20.66,1.14,5.7,12093
2120,Okfuskee County,OK,12191,24.65,17.93,1.78,5.23,40107
2121,Oklahoma County,OK,718633,17.51,18.41,1.7,3.85,40109
2122,Okmulgee County,OK,40069,20.38,22.05,2.43,7.54,40111
2123,Oktibbeha County,MS,47671,30.53,16.53,1.82,4.57,28105
2124,Oldham County,KY,60316,5.58,26.33,0.63,1.35,21185
2125,Oldham County,TX,2052,11.97,34.02,0.63,2.19,48359
2126,Oliver County,ND,1846,9.01,22.21,1.08,1.35,38065
2127,Olmsted County,MN,144248,8.93,20.06,1.6,2.12,27109
2128,Oneida County,ID,4286,13.02,25.94,0.21,2.36,16071
2129,Oneida County,NY,234878,16.95,16.42,2.39,4.05,36065
2130,Oneida County,WI,35998,8.57,16.3,1.38,2.75,55085
2131,Onondaga County,NY,467026,16.13,16.66,2.57,3.12,36067
2132,Onslow County,NC,177772,13.17,22.32,1.41,3.5,37133
2133,Ontario County,NY,107931,9.91,19.47,2.25,3.22,36069
2134,Ontonagon County,MI,6780,15.25,14.16,2.96,4.5,26131
2135,Orange County,CA,3010232,11.61,10.55,0.55,0.73,6059
2136,Orange County,FL,1145956,16.29,16.57,1.3,3.67,12095
2137,Orange County,IN,19840,16.33,20.47,2.4,4.28,18117
2138,Orange County,NC,133801,14.29,16.85,1.51,2.1,37135
2139,Orange County,NY,372813,11.37,18.94,1.61,1.82,36071
2140,Orange County,TX,81837,13.91,21.77,1.65,4.9,48361
2141,Orange County,VA,33481,8.7,22.05,1.41,2.88,51137
2142,Orange County,VT,28936,10.79,20.43,1.93,4.8,50017
2143,Orangeburg County,SC,92501,24.4,21.28,3.12,7.35,45075
2144,Oregon County,MO,10881,23.9,17.42,1.26,5.62,29149
2145,Orleans County,NY,42883,14.22,20.39,2.62,5.24,36073
2146,Orleans County,VT,27231,13.98,18.67,2.67,5.48,50019
2147,Orleans Parish,LA,343829,24.34,12.17,3.08,3.83,22071
2148,Osage County,KS,16295,12.78,20.69,1.1,2.79,20139
2149,Osage County,MO,13878,7.18,23.81,1.64,1.74,29151
2150,Osage County,OK,47472,16.85,22.72,1.7,4.18,40113
2151,Osborne County,KS,3858,13.41,11.87,0.86,1.61,20141
2152,Osceola County,FL,268685,16.42,20.08,1.15,5.25,12097
2153,Osceola County,IA,6462,12.17,16.51,1.33,2.83,19143
2154,Osceola County,MI,23528,19.64,22.77,2.83,5.79,26133
2155,Oscoda County,MI,8640,17.41,18.32,3.03,7.3,26135
2156,Oswego County,NY,122109,17.91,18.51,1.81,4.69,36075
2157,Otero County,CO,18831,25.03,17.93,2.36,5.0,8089
2158,Otero County,NM,63797,21.53,21.38,1.85,5.14,35035
2159,Otoe County,NE,15740,11.25,23.39,2.39,3.46,31131
2160,Otsego County,MI,24164,15.01,19.69,1.73,4.57,26137
2161,Otsego County,NY,62259,14.64,17.69,3.11,4.41,36077
2162,Ottawa County,KS,6091,10.44,19.24,0.57,1.56,20143
2163,Ottawa County,MI,263801,9.57,22.95,1.22,1.76,26139
2164,Ottawa County,OH,41428,10.42,18.62,1.56,3.4,39123
2165,Ottawa County,OK,31848,21.6,21.4,1.81,6.13,40115
2166,Otter Tail County,MN,57303,9.25,18.86,1.98,2.37,27111
2167,Ouachita County,AR,26120,24.43,20.47,3.62,6.41,5103
2168,Ouachita Parish,LA,153720,24.89,22.63,2.81,5.36,22073
2169,Ouray County,CO,4436,9.9,14.31,1.06,2.73,8091
2170,Outagamie County,WI,176695,8.76,19.95,1.09,2.27,55087
2171,Overton County,TN,22083,16.9,20.88,2.25,3.7,47133
2172,Owen County,IN,21575,16.12,20.57,1.23,4.32,18119
2173,Owen County,KY,10841,16.39,23.89,1.13,5.89,21187
2174,Owsley County,KY,4755,35.18,21.85,4.9,18.65,21189
2175,Owyhee County,ID,11526,20.96,22.67,1.06,4.1,16073
2176,Oxford County,ME,57833,15.68,19.38,2.07,6.7,23017
2177,Ozark County,MO,9723,26.23,19.67,2.29,7.94,29153
2178,Ozaukee County,WI,86395,5.44,20.74,1.12,1.38,55089
2179,Pacific County,WA,20920,17.41,15.67,2.63,8.45,53049
2180,Page County,IA,15932,11.65,18.86,1.67,3.58,19145
2181,Page County,VA,24042,18.32,19.46,1.55,4.9,51139
2182,Palm Beach County,FL,1320134,12.78,12.92,1.42,2.4,12099
2183,Palo Alto County,IA,9421,6.49,16.88,1.39,2.97,19147
2184,Palo Pinto County,TX,28111,17.54,22.74,1.8,4.24,48363
2185,Pamlico County,NC,13144,14.93,17.35,2.87,5.4,37137
2186,Panola County,MS,34707,20.77,26.03,2.17,6.25,28107
2187,Panola County,TX,23796,15.95,22.49,1.55,4.96,48365
2188,Park County,CO,16206,5.54,18.35,0.86,1.11,8093
2189,Park County,MT,15636,12.52,16.23,1.9,3.2,30067
2190,Park County,WY,28205,7.73,16.12,0.62,1.24,56029
2191,Parke County,IN,17339,14.92,20.9,2.34,4.52,18121
2192,Parker County,TX,116927,8.37,23.89,0.8,2.4,48367
2193,Parmer County,TX,10269,16.4,21.86,1.1,2.17,48369
2194,Pasco County,FL,464697,13.74,18.1,1.66,4.56,12101
2195,Pasquotank County,NC,40661,16.74,20.76,3.24,5.51,37139
2196,Passaic County,NJ,501226,16.66,10.56,1.17,1.51,34031
2197,Patrick County,VA,18490,18.66,18.82,1.77,6.32,51141
2198,Paulding County,GA,142324,9.56,27.51,0.67,2.86,13223
2199,Paulding County,OH,19614,10.3,23.67,2.05,3.73,39125
2200,Pawnee County,KS,6973,8.32,15.13,1.74,1.49,20145
2201,Pawnee County,NE,2773,15.62,18.82,3.32,2.49,31133
2202,Pawnee County,OK,16577,15.52,19.03,0.95,3.06,40117
2203,Payette County,ID,22623,13.54,24.89,0.67,3.94,16075
2204,Payne County,OK,77350,29.63,16.36,1.35,2.78,40119
2205,Peach County,GA,27695,22.45,19.82,3.04,7.24,13225
2206,Pearl River County,MS,55834,16.52,21.72,1.34,5.37,28109
2207,Pecos County,TX,15507,12.06,17.8,1.03,1.75,48371
2208,Pembina County,ND,7413,6.91,19.83,1.61,1.92,38067
2209,Pemiscot County,MO,18296,28.14,19.79,3.78,8.04,29155
2210,Pend Oreille County,WA,13001,15.32,17.94,1.49,6.38,53051
2211,Pender County,NC,52217,15.48,21.28,1.52,5.02,37141
2212,Pendleton County,KY,14877,17.76,22.1,1.01,4.8,21191
2213,Pendleton County,WV,7695,16.17,19.0,2.05,5.17,54071
2214,Pennington County,MN,13930,9.93,16.65,1.97,1.69,27113
2215,Pennington County,SD,100948,13.71,21.27,1.65,3.61,46103
2216,Penobscot County,ME,153923,16.32,17.02,2.36,5.66,23019
2217,Peoria County,IL,186494,16.72,20.01,3.33,4.78,17143
2218,Pepin County,WI,7469,12.53,21.68,2.12,4.2,55091
2219,Perkins County,NE,2970,5.54,19.73,1.18,0.74,31135
2220,Perkins County,SD,2982,11.83,15.19,0.67,1.07,46105
2221,Perquimans County,NC,13453,15.25,19.72,2.74,6.44,37143
2222,Perry County,AL,10591,41.68,23.77,5.45,14.39,1105
2223,Perry County,AR,10445,17.05,21.54,2.07,5.22,5105
2224,Perry County,IL,22350,16.37,18.72,2.05,6.38,17145
2225,Perry County,IN,19338,13.72,18.14,1.23,2.88,18123
2226,Perry County,KY,28712,27.33,20.36,4.49,11.42,21193
2227,Perry County,MO,18971,8.1,20.74,1.2,3.0,29157
2228,Perry County,MS,12250,18.7,24.95,2.31,6.77,28111
2229,Perry County,OH,36058,19.5,22.33,1.87,6.78,39127
2230,Perry County,PA,45969,8.48,21.6,1.68,3.32,42099
2231,Perry County,TN,7915,30.33,20.86,1.93,6.23,47135
2232,Pershing County,NV,6753,15.12,14.67,0.76,2.98,32027
2233,Person County,NC,39464,18.01,21.52,2.89,6.58,37145
2234,Petersburg Borough,AK,3815,8.24,14.26,4.72,2.91,2195
2235,Petersburg city,VA,32420,26.06,17.58,7.28,9.22,51730
2236,Petroleum County,MT,494,8.35,22.87,0.2,1.21,30069
2237,Pettis County,MO,42201,17.07,21.67,2.24,3.88,29159
2238,Phelps County,MO,45156,23.51,18.88,2.06,4.06,29161
2239,Phelps County,NE,9188,8.8,17.23,1.21,1.39,31137
2240,Philadelphia County,PA,1526006,25.82,5.44,2.22,2.15,42101
2241,Phillips County,AR,21757,33.5,25.89,6.38,10.74,5107
2242,Phillips County,CO,4442,6.78,14.12,1.01,2.21,8095
2243,Phillips County,KS,5642,9.65,18.7,0.76,1.75,20147
2244,Phillips County,MT,4253,14.86,15.64,1.46,1.18,30071
2245,Piatt County,IL,16729,5.86,21.32,0.93,2.31,17147
2246,Pickaway County,OH,55698,11.18,19.35,1.03,3.43,39129
2247,Pickens County,AL,19746,23.68,20.73,3.46,5.9,1107
2248,Pickens County,GA,29431,9.77,22.14,1.84,4.47,13227
2249,Pickens County,SC,119224,18.91,18.34,2.07,3.39,45077
2250,Pickett County,TN,5077,17.23,17.98,1.6,9.49,47137
2251,Pierce County,GA,18758,21.63,23.54,1.29,6.28,13229
2252,Pierce County,ND,4357,17.1,12.6,1.06,2.87,38069
2253,Pierce County,NE,7266,7.45,23.0,0.74,1.82,31139
2254,Pierce County,WA,795225,11.37,19.13,1.23,3.53,53053
2255,Pierce County,WI,41019,10.51,18.67,0.98,1.71,55093
2256,Pike County,AL,32899,26.89,17.65,2.44,5.54,1109
2257,Pike County,AR,11291,16.53,20.74,1.58,4.13,5109
2258,Pike County,GA,17869,13.04,26.47,1.05,4.35,13231
2259,Pike County,IL,16430,13.97,19.08,1.75,5.25,17149
2260,Pike County,IN,12845,11.42,21.97,1.45,3.16,18125
2261,Pike County,KY,65024,26.76,20.26,2.94,8.25,21195
2262,Pike County,MO,18516,14.26,18.01,1.44,2.68,29163
2263,Pike County,MS,40404,33.97,23.61,2.9,6.22,28113
2264,Pike County,OH,28709,19.54,22.09,3.04,7.83,39131
2265,Pike County,PA,57369,10.02,21.81,1.3,3.34,42103
2266,Pima County,AZ,980263,18.24,16.28,1.86,3.32,4019
2267,Pinal County,AZ,375770,15.78,23.09,1.24,3.37,4021
2268,Pine County,MN,29750,12.7,18.85,1.35,3.6,27115
2269,Pinellas County,FL,916542,13.09,11.85,1.91,2.97,12103
2270,Pipestone County,MN,9596,11.21,17.86,1.57,1.84,27117
2271,Piscataquis County,ME,17535,19.13,16.29,2.94,8.28,23021
2272,Pitkin County,CO,17148,7.22,14.16,1.03,0.81,8097
2273,Pitt County,NC,168148,23.9,17.98,2.36,4.68,37147
2274,Pittsburg County,OK,45837,17.34,19.39,2.09,5.23,40121
2275,Pittsylvania County,VA,63506,15.48,20.37,2.01,5.75,51143
2276,Piute County,UT,1556,17.13,30.08,0.51,3.08,49031
2277,Placer County,CA,348432,8.21,17.52,0.96,1.04,6061
2278,Plaquemines Parish,LA,23042,20.17,24.26,1.88,3.56,22075
2279,Platte County,MO,89322,7.0,21.09,1.45,1.59,29165
2280,Platte County,NE,32237,8.24,23.11,1.1,1.86,31141
2281,Platte County,WY,8667,11.51,13.1,1.1,1.95,56031
2282,Pleasants County,WV,7605,15.4,19.82,2.34,5.27,54073
2283,Plumas County,CA,20007,11.46,12.17,1.38,2.6,6063
2284,Plymouth County,IA,24986,8.93,20.36,1.32,1.87,19149
2285,Plymouth County,MA,494919,7.8,19.62,1.36,2.45,25023
2286,Pocahontas County,IA,7310,12.32,15.14,1.42,3.3,19151
2287,Pocahontas County,WV,8719,16.7,17.51,3.07,5.76,54075
2288,Poinsett County,AR,24583,22.25,20.34,2.38,7.01,5111
2289,Pointe Coupee Parish,LA,22802,18.27,21.72,2.59,5.53,22077
2290,Polk County,AR,20662,24.25,21.68,2.11,5.17,5113
2291,Polk County,FL,602095,16.8,19.41,1.55,4.58,12105
2292,Polk County,GA,41475,17.68,24.17,2.21,6.4,13233
2293,Polk County,IA,430640,11.53,17.94,1.25,3.22,19153
2294,Polk County,MN,31600,12.7,19.02,2.07,2.72,27119
2295,Polk County,MO,31137,14.62,22.21,1.7,4.74,29167
2296,Polk County,NC,20510,9.58,18.48,2.38,3.77,37149
2297,Polk County,NE,5406,7.78,14.08,1.02,1.41,31143
2298,Polk County,OR,75403,14.45,18.74,1.26,4.61,41053
2299,Polk County,TN,16825,16.31,21.12,1.81,4.94,47139
2300,Polk County,TX,45413,17.9,19.68,1.97,5.47,48373
2301,Polk County,WI,44205,9.79,20.61,1.15,3.62,55095
2302,Pondera County,MT,6153,19.97,17.58,1.11,3.04,30073
2303,Pontotoc County,MS,29957,19.13,26.26,2.0,5.46,28115
2304,Pontotoc County,OK,37492,16.02,20.24,1.39,3.91,40123
2305,Pope County,AR,61754,18.66,20.62,1.74,4.1,5115
2306,Pope County,IL,4470,13.0,15.82,1.63,4.03,17151
2307,Pope County,MN,10995,7.27,16.07,0.94,2.15,27121
2308,Poquoson city,VA,12150,4.5,22.45,1.46,0.66,51735
2309,Portage County,OH,161419,14.59,18.69,1.74,3.64,39133
2310,Portage County,WI,70019,13.52,17.87,1.66,2.6,55097
2311,Porter County,IN,164343,10.56,20.85,0.89,2.19,18127
2312,Portsmouth city,VA,95535,16.82,16.63,2.94,3.86,51740
2313,Posey County,IN,25910,10.18,21.65,1.15,2.62,18129
2314,Pottawatomie County,KS,21604,9.59,25.88,0.72,2.02,20149
2315,Pottawatomie County,OK,69442,16.56,22.14,1.71,5.51,40125
2316,Pottawattamie County,IA,93158,10.99,19.49,1.61,3.6,19155
2317,Potter County,PA,17457,14.35,18.22,1.8,4.71,42105
2318,Potter County,SD,2329,7.1,11.76,0.04,0.82,46107
2319,Potter County,TX,121073,20.24,20.03,1.87,4.08,48375
2320,Powder River County,MT,1743,10.41,15.43,0.29,0.75,30075
2321,Powell County,KY,12613,21.9,21.4,2.22,9.36,21197
2322,Powell County,MT,7027,13.04,11.29,0.57,2.6,30077
2323,Power County,ID,7817,9.25,22.66,0.38,3.59,16077
2324,Poweshiek County,IA,18914,9.98,14.77,0.98,2.28,19157
2325,Powhatan County,VA,28046,5.21,22.88,0.47,0.99,51145
2326,Prairie County,AR,8715,15.86,16.36,2.0,4.17,5117
2327,Prairie County,MT,1179,11.15,17.73,1.02,0.59,30079
2328,Pratt County,KS,9656,11.42,18.25,1.18,1.69,20151
2329,Preble County,OH,42270,11.66,20.94,1.38,3.22,39135
2330,Prentiss County,MS,25276,24.11,20.35,2.04,5.57,28117
2331,Presidio County,TX,7818,33.55,18.19,1.7,6.7,48377
2332,Presque Isle County,MI,13376,14.76,14.08,1.28,3.47,26141
2333,Preston County,WV,33520,16.25,18.1,2.11,5.84,54077
2334,Price County,WI,14159,11.85,16.94,2.25,5.66,55099
2335,Prince Edward County,VA,23368,17.53,16.71,2.42,4.21,51147
2336,Prince George County,VA,35725,11.01,21.45,1.51,2.35,51149
2337,Prince George's County,MD,863420,9.66,15.24,1.5,2.02,24033
2338,Prince William County,VA,402002,6.76,21.36,0.53,1.17,51153
2339,Prince of Wales-Hyder Census Area,AK,5559,14.94,17.74,3.13,4.5,2198
2340,Providence County,RI,626667,16.34,13.18,2.3,3.93,44007
2341,Prowers County,CO,12551,18.84,20.01,1.2,4.97,8099
2342,Pueblo County,CO,159063,20.22,20.81,2.29,5.98,8101
2343,Pulaski County,AR,382748,17.59,19.92,2.53,3.76,5119
2344,Pulaski County,GA,12010,25.62,19.2,2.48,7.28,13235
2345,Pulaski County,IL,6161,18.87,19.02,4.12,8.99,17153
2346,Pulaski County,IN,13402,13.59,20.27,0.91,4.03,18131
2347,Pulaski County,KY,63063,23.65,19.96,2.45,6.22,21199
2348,Pulaski County,MO,52274,13.29,22.36,1.43,2.78,29169
2349,Pulaski County,VA,34872,13.39,17.81,2.77,4.62,51155
2350,Pushmataha County,OK,11572,18.36,18.1,2.36,6.86,40127
2351,Putnam County,FL,74364,24.6,20.26,2.34,7.37,12107
2352,Putnam County,GA,21218,16.21,20.01,1.74,4.91,13237
2353,Putnam County,IL,6006,8.82,21.28,0.97,3.08,17155
2354,Putnam County,IN,37963,12.49,18.89,1.16,2.84,18133
2355,Putnam County,MO,4979,18.32,18.0,1.37,2.77,29171
2356,Putnam County,NY,99710,5.37,20.74,1.26,1.08,36079
2357,Putnam County,OH,34499,6.65,25.64,1.03,2.3,39137
2358,Putnam County,TN,72321,20.32,18.42,1.92,4.06,47141
2359,Putnam County,WV,55486,9.34,20.63,1.24,3.22,54079
2360,Quay County,NM,9041,21.61,16.9,1.64,5.71,35037
2361,Queen Anne's County,MD,47798,5.55,22.59,1.19,2.78,24035
2362,Queens County,NY,2230722,13.15,1.37,0.32,0.19,36081
2363,Quitman County,GA,2513,22.72,20.45,4.3,13.09,13239
2364,Quitman County,MS,8223,35.53,26.18,5.01,12.76,28119
2365,Rabun County,GA,16276,19.15,18.83,1.91,5.43,13241
2366,Racine County,WI,195408,12.34,18.7,1.83,4.29,55101
2367,Radford city,VA,16408,37.54,12.08,2.88,3.59,51750
2368,Rains County,TX,10914,10.9,19.45,1.11,3.57,48379
2369,Raleigh County,WV,78859,17.29,18.2,2.8,7.0,54081
2370,Ralls County,MO,10167,12.4,22.32,1.39,2.52,29173
2371,Ramsey County,MN,508640,14.56,14.29,2.01,2.74,27123
2372,Ramsey County,ND,11451,11.44,12.83,1.02,1.65,38071
2373,Randall County,TX,120725,9.0,17.76,0.85,1.77,48381
2374,Randolph County,AL,22913,17.83,21.75,2.11,5.46,1111
2375,Randolph County,AR,17969,18.31,19.0,1.57,4.91,5121
2376,Randolph County,GA,7719,37.17,17.98,6.7,10.08,13243
2377,Randolph County,IL,33476,13.28,16.62,1.73,3.98,17157
2378,Randolph County,IN,26171,15.79,23.54,1.5,4.36,18135
2379,Randolph County,MO,25414,15.47,19.31,1.83,3.5,29175
2380,Randolph County,NC,141752,15.96,22.64,1.77,5.15,37151
2381,Randolph County,WV,29405,19.26,16.1,2.53,5.32,54083
2382,Rankin County,MS,141617,10.21,22.86,0.75,2.33,28121
2383,Ransom County,ND,5457,5.88,18.25,1.21,2.07,38073
2384,Rapides Parish,LA,131613,20.24,23.12,3.35,6.11,22079
2385,Rappahannock County,VA,7373,8.95,19.4,1.21,1.94,51157
2386,Ravalli County,MT,40212,14.21,18.65,0.89,3.9,30081
2387,Rawlins County,KS,2519,9.25,11.35,1.07,1.27,20153
2388,Ray County,MO,23494,14.87,22.84,1.79,3.15,29177
2389,Reagan County,TX,3367,14.77,8.17,1.4,0.48,48383
2390,Real County,TX,3309,22.81,19.95,1.24,2.81,48385
2391,Red Lake County,MN,4089,9.85,24.63,2.05,3.86,27125
2392,Red River County,TX,12860,18.41,19.14,1.69,4.98,48387
2393,Red River Parish,LA,9091,23.32,24.6,2.14,5.55,22081
2394,Red Willow County,NE,11055,9.44,21.56,1.6,2.47,31145
2395,Redwood County,MN,16059,11.46,20.79,1.94,2.19,27127
2396,Reeves County,TX,13783,12.67,17.8,1.18,2.56,48389
2397,Refugio County,TX,7383,18.39,19.79,1.94,4.5,48391
2398,Reno County,KS,64511,13.18,17.07,1.64,3.01,20155
2399,Rensselaer County,NY,159429,12.48,17.71,2.54,2.96,36083
2400,Renville County,MN,15730,10.43,19.36,1.7,2.27,27129
2401,Renville County,ND,2470,4.68,14.7,0.36,1.98,38075
2402,Republic County,KS,4980,10.69,13.94,1.1,1.69,20157
2403,Reynolds County,MO,6696,18.02,21.51,2.15,6.56,29179
2404,Rhea County,TN,31809,22.3,20.42,1.78,6.33,47143
2405,Rice County,KS,10083,16.96,18.28,0.96,2.58,20159
2406,Rice County,MN,64142,10.81,19.44,1.68,1.92,27131
2407,Rich County,UT,2264,15.88,31.1,0.13,0.97,49033
2408,Richardson County,NE,8363,13.31,14.86,0.94,2.56,31147
2409,Richland County,IL,16233,15.27,14.85,1.34,4.15,17159
2410,Richland County,MT,9746,5.3,19.94,1.62,1.43,30083
2411,Richland County,ND,16321,9.74,17.67,1.02,1.72,38077
2412,Richland County,OH,124475,14.21,18.83,2.88,4.94,39139
2413,Richland County,SC,384504,18.32,19.59,2.18,4.37,45079
2414,Richland County,WI,18021,13.82,23.27,2.31,4.94,55103
2415,Richland Parish,LA,20725,28.68,20.76,1.75,5.52,22083
2416,Richmond County,GA,200549,23.14,21.24,3.32,6.79,13245
2417,Richmond County,NC,46639,24.05,19.83,2.66,7.93,37153
2418,Richmond County,NY,468730,13.18,7.71,1.71,1.26,36085
2419,Richmond County,VA,9254,12.95,16.72,2.23,5.13,51159
2420,Richmond city,VA,204214,25.24,12.72,4.45,4.41,51760
2421,Riley County,KS,71115,22.9,16.75,2.11,1.82,20161
2422,Ringgold County,IA,5131,10.14,19.06,0.66,2.71,19159
2423,Rio Arriba County,NM,40246,0.0,22.12,2.19,4.7,35039
2424,Rio Blanco County,CO,6666,11.18,17.87,0.56,2.18,8103
2425,Rio Grande County,CO,11982,17.13,15.54,2.4,3.85,8105
2426,Ripley County,IN,28818,11.51,20.68,1.44,1.99,18137
2427,Ripley County,MO,14100,26.8,22.55,2.91,7.6,29181
2428,Ritchie County,WV,10449,17.04,19.41,2.01,5.64,54085
2429,Riverside County,CA,2189641,15.08,19.45,0.81,1.96,6065
2430,Roane County,TN,54181,15.07,19.39,1.91,6.23,47145
2431,Roane County,WV,14926,20.91,19.38,2.83,7.92,54087
2432,Roanoke County,VA,92376,7.4,17.35,1.29,1.82,51161
2433,Roanoke city,VA,97032,20.7,14.62,3.92,5.53,51770
2434,Roberts County,SD,10149,18.1,25.36,1.54,4.05,46109
2435,Roberts County,TX,929,12.23,25.4,1.4,1.61,48393
2436,Robertson County,KY,2282,27.12,21.47,2.02,6.62,21201
2437,Robertson County,TN,66283,11.87,22.73,1.14,3.45,47147
2438,Robertson County,TX,16622,12.63,19.66,2.65,4.42,48395
2439,Robeson County,NC,134168,28.84,22.96,2.79,8.36,37155
2440,Rock County,MN,9687,9.53,21.98,0.59,1.94,27133
2441,Rock County,NE,1526,7.44,14.22,0.33,1.11,31149
2442,Rock County,WI,160331,13.57,21.29,1.87,5.41,55105
2443,Rock Island County,IL,147546,14.89,16.29,2.23,4.03,17161
2444,Rockbridge County,VA,22307,13.82,18.44,1.25,4.05,51163
2445,Rockcastle County,KY,17056,21.03,20.92,3.34,8.01,21203
2446,Rockdale County,GA,85215,15.24,23.42,1.24,3.67,13247
2447,Rockingham County,NC,93643,18.04,20.55,2.41,6.07,37157
2448,Rockingham County,NH,295223,4.75,20.61,0.89,1.22,33015
2449,Rockingham County,VA,76314,9.42,22.26,2.18,2.28,51165
2450,Rockland County,NY,311687,13.53,17.1,1.53,1.62,36087
2451,Rockwall County,TX,78337,5.93,24.63,0.64,0.99,48397
2452,Roger Mills County,OK,3647,19.54,20.32,1.07,2.69,40129
2453,Rogers County,OK,86905,9.74,24.2,0.92,2.89,40131
2454,Rolette County,ND,13937,29.19,29.5,2.02,8.05,38079
2455,Rooks County,KS,5181,7.95,12.2,0.54,1.22,20163
2456,Roosevelt County,MT,10425,28.66,21.83,1.66,3.49,30085
2457,Roosevelt County,NM,19846,25.31,23.98,1.59,6.4,35041
2458,Roscommon County,MI,24449,17.94,13.84,2.72,6.25,26143
2459,Roseau County,MN,15629,9.75,23.8,1.32,2.01,27135
2460,Rosebud County,MT,9233,18.65,20.03,1.35,2.32,30087
2461,Ross County,OH,78064,18.03,19.5,1.99,6.41,39141
2462,Routt County,CO,23509,10.64,16.0,0.83,0.87,8107
2463,Rowan County,KY,23333,25.76,17.67,3.0,6.57,21205
2464,Rowan County,NC,138428,16.5,21.13,1.68,4.58,37159
2465,Runnels County,TX,10501,13.98,21.86,1.3,3.43,48399
2466,Rush County,IN,17392,17.01,22.52,1.62,3.47,18139
2467,Rush County,KS,3307,9.71,13.46,1.21,2.93,20165
2468,Rusk County,TX,53330,12.98,20.62,1.49,3.74,48401
2469,Rusk County,WI,14755,14.17,21.14,1.93,5.81,55107
2470,Russell County,AL,52947,21.12,18.23,2.68,5.29,1113
2471,Russell County,KS,6970,6.39,14.91,1.02,1.56,20167
2472,Russell County,KY,17565,24.63,21.67,2.5,7.13,21207
2473,Russell County,VA,28897,19.61,19.78,2.35,6.59,51167
